player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_1000339305,hitters,25 plate events / 1 BBE,20,0.95,Impact score 1.5,P90 EV wood-adj 65,Whiff rate 50%,Chase rate 29.4%,One-season-only warning: no prior season trend context available.
h_1000480577,hitters,29 plate events / 3 BBE,13.793103448275872,0.95,Impact score 1.3,P90 EV wood-adj 87.4,Whiff rate 46.7%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_10106079,hitters,30 plate events / 3 BBE,16.666666666666657,0.95,Impact score 1.1,P90 EV wood-adj 83.3,Whiff rate 38.5%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000396837,hitters,29 plate events / 1 BBE,17.241379310344826,0.95,Impact score 1,P90 EV wood-adj 28.5,Whiff rate 45.5%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_10959762,hitters,28 plate events / 3 BBE,17.85714285714286,0.95,Impact score 1,P90 EV wood-adj 62.6,Whiff rate 35.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000115955,hitters,33 plate events / 2 BBE,21.212121212121218,0.95,Impact score 1,P90 EV wood-adj 61.9,Whiff rate 53.3%,Chase rate 31.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000112740,hitters,25 plate events / 3 BBE,24,0.95,Impact score 1,P90 EV wood-adj 55.5,Whiff rate 50%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_809786,hitters,32 plate events / 0 BBE,15.625,0.95,Impact score NA,P90 EV wood-adj NA,Whiff rate 38.5%,Chase rate 27.8%,Data completeness warning: review missing critical fields before trusting the board score.
p_820840,pitchers,69 pitches / arsenal count 6,20.289855072463766,0.95,Stuff score 58.7,Avg FB velo 97,Risk score 42.6,Zone rate 52.2%,Data completeness warning: review missing critical fields before trusting the board score.
p_804467,pitchers,92 pitches / arsenal count 5,19.565217391304344,0.95,Stuff score 64.8,Avg FB velo 95,Risk score 50.1,Zone rate 48.9%,One-season-only warning: no prior season trend context available.
p_1000115932,pitchers,82 pitches / arsenal count 5,28.048780487804876,0.95,Stuff score 58.6,Avg FB velo 94.1,Risk score 42.6,Zone rate 57.3%,Data completeness warning: review missing critical fields before trusting the board score.
p_814176,pitchers,72 pitches / arsenal count 6,27.777777777777786,0.95,Stuff score 61.6,Avg FB velo 96,Risk score 50.1,Zone rate 48.6%,One-season-only warning: no prior season trend context available.
p_815484,pitchers,60 pitches / arsenal count 5,26.66666666666667,0.95,Stuff score 57.9,Avg FB velo 96.9,Risk score 42.6,Zone rate 46.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_1000154080,pitchers,54 pitches / arsenal count 6,16.666666666666657,0.95,Stuff score 58.9,Avg FB velo 92.7,Risk score 44.2,Zone rate 48.1%,Data completeness warning: review missing critical fields before trusting the board score.
p_805422,pitchers,50 pitches / arsenal count 6,32,0.95,Stuff score 61.7,Avg FB velo 96.7,Risk score 50.1,Zone rate 46%,One-season-only warning: no prior season trend context available.
p_815786,pitchers,50 pitches / arsenal count 5,34,0.95,Stuff score 62.1,Avg FB velo 94.2,Risk score 45.8,Zone rate 52%,Data completeness warning: review missing critical fields before trusting the board score.
p_825929,pitchers,64 pitches / arsenal count 5,23.4375,0.95,Stuff score 53.6,Avg FB velo 93.2,Risk score 42.6,Zone rate 54.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_835217,pitchers,67 pitches / arsenal count 6,16.4179104477612,0.95,Stuff score 58.7,Avg FB velo 93.4,Risk score 50.1,Zone rate 37.3%,One-season-only warning: no prior season trend context available.
p_10274556,pitchers,72 pitches / arsenal count 3,22.222222222222214,0.95,Stuff score 69.6,Avg FB velo 92.9,Risk score 50.1,Zone rate 45.8%,One-season-only warning: no prior season trend context available.
p_802412,pitchers,84 pitches / arsenal count 6,26.19047619047619,0.95,Stuff score 58.7,Avg FB velo 96,Risk score 50.1,Zone rate 54.8%,One-season-only warning: no prior season trend context available.
p_804817,pitchers,90 pitches / arsenal count 5,32.222222222222214,0.95,Stuff score 60.7,Avg FB velo 96.7,Risk score 50.1,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_815158,pitchers,67 pitches / arsenal count 4,35.82089552238806,0.95,Stuff score 56.6,Avg FB velo 94.5,Risk score 42.6,Zone rate 49.3%,Data completeness warning: review missing critical fields before trusting the board score.
p_823789,pitchers,71 pitches / arsenal count 5,28.16901408450704,0.95,Stuff score 55.2,Avg FB velo 92.8,Risk score 42.6,Zone rate 52.1%,Data completeness warning: review missing critical fields before trusting the board score.
p_822705,pitchers,51 pitches / arsenal count 5,23.529411764705884,0.95,Stuff score 59,Avg FB velo 96.4,Risk score 50.1,Zone rate 45.1%,One-season-only warning: no prior season trend context available.
p_1000220676,pitchers,87 pitches / arsenal count 4,22.98850574712644,0.95,Stuff score 61.9,Avg FB velo 93.9,Risk score 50.1,Zone rate 47.1%,One-season-only warning: no prior season trend context available.
p_831273,pitchers,61 pitches / arsenal count 6,24.59016393442623,0.95,Stuff score 59.3,Avg FB velo 94.7,Risk score 50.1,Zone rate 42.6%,One-season-only warning: no prior season trend context available.
p_1000264056,pitchers,60 pitches / arsenal count 5,16.666666666666657,0.95,Stuff score 56.1,Avg FB velo 93.8,Risk score 42.6,Zone rate 46.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_804940,pitchers,50 pitches / arsenal count 4,24,0.95,Stuff score 59.2,Avg FB velo 93.1,Risk score 50.1,Zone rate 56%,One-season-only warning: no prior season trend context available.
p_702523,pitchers,53 pitches / arsenal count 4,20.754716981132077,0.95,Stuff score 62.7,Avg FB velo 93,Risk score 42.6,Zone rate 43.4%,Data completeness warning: review missing critical fields before trusting the board score.
p_822298,pitchers,62 pitches / arsenal count 6,25.80645161290323,0.95,Stuff score 53,Avg FB velo 95,Risk score 42.6,Zone rate 50%,Data completeness warning: review missing critical fields before trusting the board score.
p_824604,pitchers,83 pitches / arsenal count 4,27.710843373493972,0.95,Stuff score 57.2,Avg FB velo 95.9,Risk score 50.1,Zone rate 57.8%,One-season-only warning: no prior season trend context available.
p_805619,pitchers,86 pitches / arsenal count 5,32.55813953488372,0.95,Stuff score 52.5,Avg FB velo 95.4,Risk score 42.6,Zone rate 55.8%,Data completeness warning: review missing critical fields before trusting the board score.
p_806076,pitchers,73 pitches / arsenal count 6,27.397260273972606,0.95,Stuff score 57.6,Avg FB velo 94.1,Risk score 46,Zone rate 46.6%,Data completeness warning: review missing critical fields before trusting the board score.
p_10105653,pitchers,58 pitches / arsenal count 5,22.41379310344827,0.95,Stuff score 54.9,Avg FB velo 93.3,Risk score 50.1,Zone rate 55.2%,One-season-only warning: no prior season trend context available.
p_701336,pitchers,64 pitches / arsenal count 3,18.75,0.95,Stuff score 59.9,Avg FB velo 93.3,Risk score 50.1,Zone rate 45.3%,One-season-only warning: no prior season trend context available.
p_1000187165,pitchers,54 pitches / arsenal count 4,25.925925925925924,0.95,Stuff score 59.1,Avg FB velo 92.6,Risk score 42.6,Zone rate 46.3%,Data completeness warning: review missing critical fields before trusting the board score.
p_806121,pitchers,53 pitches / arsenal count 5,26.41509433962264,0.95,Stuff score 56.2,Avg FB velo 92.5,Risk score 50.1,Zone rate 49.1%,One-season-only warning: no prior season trend context available.
p_10099161,pitchers,55 pitches / arsenal count 5,36.36363636363637,0.95,Stuff score 59.4,Avg FB velo 92.2,Risk score 42.6,Zone rate 45.5%,Data completeness warning: review missing critical fields before trusting the board score.
p_701455,pitchers,57 pitches / arsenal count 7,31.578947368421055,0.95,Stuff score 50.2,Avg FB velo 93.9,Risk score 42.6,Zone rate 54.4%,Data completeness warning: review missing critical fields before trusting the board score.
p_822477,pitchers,114 pitches / arsenal count 5,24.56140350877193,0.95,Stuff score 58,Avg FB velo 94.2,Risk score 50.1,Zone rate 49.1%,One-season-only warning: no prior season trend context available.
p_827404,pitchers,67 pitches / arsenal count 5,23.88059701492537,0.95,Stuff score 58.7,Avg FB velo 92.6,Risk score 42.6,Zone rate 50.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_809828,pitchers,55 pitches / arsenal count 6,20,0.95,Stuff score 55.9,Avg FB velo 92.7,Risk score 42.6,Zone rate 38.2%,Data completeness warning: review missing critical fields before trusting the board score.
p_813951,pitchers,56 pitches / arsenal count 6,28.57142857142857,0.95,Stuff score 53.6,Avg FB velo 94.6,Risk score 42.6,Zone rate 55.4%,Data completeness warning: review missing critical fields before trusting the board score.
p_826536,pitchers,64 pitches / arsenal count 4,31.25,0.95,Stuff score 58.4,Avg FB velo 95.7,Risk score 50.1,Zone rate 60.9%,One-season-only warning: no prior season trend context available.
p_827429,pitchers,63 pitches / arsenal count 6,17.46031746031747,0.95,Stuff score 53.1,Avg FB velo 93.3,Risk score 42.6,Zone rate 41.3%,Data completeness warning: review missing critical fields before trusting the board score.
p_814530,pitchers,86 pitches / arsenal count 5,25.581395348837205,0.95,Stuff score 47.5,Avg FB velo 93.3,Risk score 42.6,Zone rate 54.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_807739,pitchers,106 pitches / arsenal count 4,21.698113207547166,0.95,Stuff score 55,Avg FB velo 93.5,Risk score 50.1,Zone rate 57.5%,One-season-only warning: no prior season trend context available.
p_10083932,pitchers,56 pitches / arsenal count 4,35.71428571428571,0.95,Stuff score 55.2,Avg FB velo 92.5,Risk score 50.1,Zone rate 58.9%,One-season-only warning: no prior season trend context available.
p_825275,pitchers,57 pitches / arsenal count 7,26.31578947368422,0.95,Stuff score 53.9,Avg FB velo 91.6,Risk score 42.6,Zone rate 47.4%,Data completeness warning: review missing critical fields before trusting the board score.
p_1000092154,pitchers,95 pitches / arsenal count 5,33.684210526315795,0.95,Stuff score 60.2,Avg FB velo 92.9,Risk score 50.1,Zone rate 43.2%,One-season-only warning: no prior season trend context available.
p_826543,pitchers,56 pitches / arsenal count 5,25,0.95,Stuff score 63.2,Avg FB velo 92.7,Risk score 50.1,Zone rate 42.9%,One-season-only warning: no prior season trend context available.
p_1000151830,pitchers,51 pitches / arsenal count 5,23.529411764705884,0.95,Stuff score 57.2,Avg FB velo 94.4,Risk score 50.1,Zone rate 47.1%,One-season-only warning: no prior season trend context available.
p_827359,pitchers,61 pitches / arsenal count 4,34.42622950819673,0.95,Stuff score 60.4,Avg FB velo 94.5,Risk score 42.6,Zone rate 50.8%,Data completeness warning: review missing critical fields before trusting the board score.
p_701364,pitchers,73 pitches / arsenal count 5,16.438356164383563,0.95,Stuff score 46.1,Avg FB velo 93.6,Risk score 50.1,Zone rate 47.9%,One-season-only warning: no prior season trend context available.
p_822648,pitchers,97 pitches / arsenal count 5,28.865979381443296,0.95,Stuff score 56.3,Avg FB velo 93.7,Risk score 42.6,Zone rate 52.6%,Data completeness warning: review missing critical fields before trusting the board score.
p_815071,pitchers,94 pitches / arsenal count 4,29.787234042553195,0.95,Stuff score 56.4,Avg FB velo 95.7,Risk score 50.1,Zone rate 60.6%,One-season-only warning: no prior season trend context available.
p_827359,pitchers,56 pitches / arsenal count 3,23.214285714285708,0.95,Stuff score 59.4,Avg FB velo 94,Risk score 42.6,Zone rate 48.2%,Data completeness warning: review missing critical fields before trusting the board score.
p_814982,pitchers,64 pitches / arsenal count 6,25,0.95,Stuff score 59.7,Avg FB velo 95.8,Risk score 50.1,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_806171,pitchers,99 pitches / arsenal count 6,27.272727272727266,0.95,Stuff score 48.7,Avg FB velo 93.4,Risk score 42.6,Zone rate 54.5%,Data completeness warning: review missing critical fields before trusting the board score.
p_827305,pitchers,64 pitches / arsenal count 4,17.1875,0.95,Stuff score 57.4,Avg FB velo 93.7,Risk score 42.6,Zone rate 35.9%,Data completeness warning: review missing critical fields before trusting the board score.
p_830186,pitchers,57 pitches / arsenal count 5,19.298245614035096,0.95,Stuff score 59.7,Avg FB velo 92.9,Risk score 50.1,Zone rate 50.9%,One-season-only warning: no prior season trend context available.
p_1000340265,pitchers,74 pitches / arsenal count 5,33.78378378378379,0.95,Stuff score 60.2,Avg FB velo 91.6,Risk score 42.6,Zone rate 50%,Data completeness warning: review missing critical fields before trusting the board score.
p_814817,pitchers,64 pitches / arsenal count 5,20.3125,0.95,Stuff score 53.7,Avg FB velo 95.9,Risk score 42.6,Zone rate 42.2%,Data completeness warning: review missing critical fields before trusting the board score.
p_805149,pitchers,52 pitches / arsenal count 4,26.923076923076934,0.95,Stuff score 68.5,Avg FB velo 92.6,Risk score 50.1,Zone rate 46.2%,One-season-only warning: no prior season trend context available.
p_811311,pitchers,85 pitches / arsenal count 5,30.588235294117652,0.95,Stuff score 61,Avg FB velo 92.8,Risk score 42.6,Zone rate 40%,Data completeness warning: review missing critical fields before trusting the board score.
p_804530,pitchers,91 pitches / arsenal count 5,38.46153846153846,0.95,Stuff score 66.9,Avg FB velo 91.6,Risk score 50.1,Zone rate 48.4%,One-season-only warning: no prior season trend context available.
p_1000134882,pitchers,60 pitches / arsenal count 4,15,0.95,Stuff score 60.9,Avg FB velo 89.9,Risk score 42.6,Zone rate 45%,Data completeness warning: review missing critical fields before trusting the board score.
p_815561,pitchers,60 pitches / arsenal count 5,18.33333333333333,0.95,Stuff score 57.5,Avg FB velo 94.1,Risk score 42.6,Zone rate 36.7%,Data completeness warning: review missing critical fields before trusting the board score.
p_806066,pitchers,75 pitches / arsenal count 5,28,0.95,Stuff score 53.3,Avg FB velo 91.6,Risk score 42.6,Zone rate 61.3%,Data completeness warning: review missing critical fields before trusting the board score.
p_822956,pitchers,94 pitches / arsenal count 4,29.787234042553195,0.95,Stuff score 49.8,Avg FB velo 93.9,Risk score 50.1,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_811285,pitchers,75 pitches / arsenal count 6,34.66666666666667,0.95,Stuff score 56.1,Avg FB velo 95.3,Risk score 42.6,Zone rate 44%,Data completeness warning: review missing critical fields before trusting the board score.
p_1000189043,pitchers,50 pitches / arsenal count 5,36,0.95,Stuff score 53.4,Avg FB velo 92.7,Risk score 42.6,Zone rate 62%,Data completeness warning: review missing critical fields before trusting the board score.
p_834410,pitchers,56 pitches / arsenal count 6,10.714285714285708,0.95,Stuff score 49.3,Avg FB velo 94.6,Risk score 50.1,Zone rate 37.5%,One-season-only warning: no prior season trend context available.
